[2024-06-01 11:50:16 root] (main.py 192): INFO Namespace(batch_size=256, epochs=3, model='vit_deit_small_patch16_224', multi_reso=False, input_size=224, drop=0.0, drop_path=0.1, model_ema=False, model_ema_decay=0.99996, model_ema_force_cpu=False, opt='adamw', opt_eps=1e-08, opt_betas=None, clip_grad=None, momentum=0.9, weight_decay=0.0, sched='cosine', lr=0.0005, arch_lr=0.01, lr_noise=None, lr_noise_pct=0.67, lr_noise_std=1.0, warmup_lr=1e-06, min_lr=1e-05, arch_min_lr=0.001, decay_epochs=30, warmup_epochs=5, cooldown_epochs=10, patience_epochs=10, decay_rate=0.1, color_jitter=0.4, aa='rand-m9-mstd0.5-inc1', smoothing=0.1, train_interpolation='bicubic', repeated_aug=True, reprob=0.25, remode='pixel', recount=1, resplit=False, mixup=0.8, cutmix=1.0, cutmix_minmax=None, mixup_prob=1.0, mixup_switch_prob=0.5, mixup_mode='batch', finetune='', data_path='/home/datasets/imagenet/imagenet/', data_set='IMNET', inat_category='name', output_dir='/home/pranav/ECCV_workshop/DiffRate/learnt/SMS', device='cuda', seed=0, resume='', autoresume=False, start_epoch=0, eval=False, dist_eval=True, num_workers=10, pin_mem=True, world_size=1, port='15662', dist_url='env://', target_flops=2.5, granularity=4, load_compression_rate=False, warmup_compression_rate=False, distributed=False)
[2024-06-01 11:50:20 root] (main.py 258): INFO Creating model: vit_deit_small_patch16_224
[2024-06-01 11:50:23 root] (main.py 346): INFO number of params: 22050664
[2024-06-01 11:50:24 root] (main.py 392): INFO Start training for 3 epochs
[2024-06-01 11:51:06 root] (engine.py 80): INFO merge kept number:[197, 197, 197, 101, 197, 197, 101, 197, 197, 101, 197, 197]
[2024-06-01 11:51:06 root] (utils.py 285): INFO Epoch: [0]  [   0/5004]  eta: 2 days, 10:19:59  lr_architecture: 0.010000  loss_cls: 3.6322 (3.6322)  loss_flops: 0.2036 (0.2036)  flops: 2.9512 (2.9512)  grad_norm: nan (nan)  time: 41.9664  data: 37.8704  max mem: 9006
[2024-06-01 11:51:30 root] (utils.py 285): INFO Epoch: [0]  [  10/5004]  eta: 8:20:36  lr_architecture: 0.010000  loss_cls: 3.6517 (3.5473)  loss_flops: 0.1796 (0.1808)  flops: 2.9238 (2.9246)  grad_norm: nan (nan)  time: 6.0144  data: 5.4162  max mem: 9065
[2024-06-01 11:51:50 root] (utils.py 285): INFO Epoch: [0]  [  20/5004]  eta: 5:43:14  lr_architecture: 0.010000  loss_cls: 3.5165 (3.4686)  loss_flops: 0.1482 (0.1514)  flops: 2.8850 (2.8864)  grad_norm: 0.0962 (nan)  time: 2.2405  data: 1.9924  max mem: 9065
[2024-06-01 11:52:06 root] (utils.py 285): INFO Epoch: [0]  [  30/5004]  eta: 4:33:48  lr_architecture: 0.010000  loss_cls: 3.5019 (3.4724)  loss_flops: 0.0915 (0.1272)  flops: 2.8025 (2.8507)  grad_norm: 0.0683 (nan)  time: 1.8117  data: 1.5608  max mem: 9065
[2024-06-01 11:52:23 root] (utils.py 285): INFO Epoch: [0]  [  40/5004]  eta: 4:00:12  lr_architecture: 0.010000  loss_cls: 3.4175 (3.4288)  loss_flops: 0.0588 (0.1083)  flops: 2.7425 (2.8194)  grad_norm: 0.0570 (nan)  time: 1.6131  data: 1.3589  max mem: 9065
[2024-06-01 11:52:42 root] (utils.py 285): INFO Epoch: [0]  [  50/5004]  eta: 3:44:12  lr_architecture: 0.010000  loss_cls: 3.4083 (3.4362)  loss_flops: 0.0399 (0.0938)  flops: 2.6997 (2.7930)  grad_norm: 0.0463 (nan)  time: 1.8049  data: 1.5511  max mem: 9065
[2024-06-01 11:52:59 root] (utils.py 285): INFO Epoch: [0]  [  60/5004]  eta: 3:29:39  lr_architecture: 0.010000  loss_cls: 3.4958 (3.4132)  loss_flops: 0.0281 (0.0825)  flops: 2.6677 (2.7708)  grad_norm: 0.0402 (nan)  time: 1.8085  data: 1.5546  max mem: 9065
[2024-06-01 11:53:16 root] (utils.py 285): INFO Epoch: [0]  [  70/5004]  eta: 3:19:43  lr_architecture: 0.010000  loss_cls: 3.3160 (3.3778)  loss_flops: 0.0217 (0.0736)  flops: 2.6473 (2.7524)  grad_norm: 0.0346 (nan)  time: 1.6978  data: 1.4453  max mem: 9066
[2024-06-01 11:53:31 root] (utils.py 285): INFO Epoch: [0]  [  80/5004]  eta: 3:10:07  lr_architecture: 0.010000  loss_cls: 3.2505 (3.3615)  loss_flops: 0.0161 (0.0664)  flops: 2.6269 (2.7363)  grad_norm: 0.0286 (nan)  time: 1.6224  data: 1.3733  max mem: 9069
[2024-06-01 11:53:45 root] (utils.py 285): INFO Epoch: [0]  [  90/5004]  eta: 3:01:35  lr_architecture: 0.010000  loss_cls: 3.2739 (3.3418)  loss_flops: 0.0124 (0.0603)  flops: 2.6114 (2.7218)  grad_norm: 0.0252 (nan)  time: 1.4657  data: 1.2159  max mem: 9069
[2024-06-01 11:54:00 root] (engine.py 80): INFO merge kept number:[197, 197, 197, 95, 197, 197, 70, 197, 197, 70, 197, 197]
[2024-06-01 11:54:00 root] (utils.py 285): INFO Epoch: [0]  [ 100/5004]  eta: 2:55:30  lr_architecture: 0.010000  loss_cls: 3.4137 (3.3502)  loss_flops: 0.0082 (0.0550)  flops: 2.5903 (2.7083)  grad_norm: 0.0223 (nan)  time: 1.4616  data: 1.2145  max mem: 9070
[2024-06-01 11:54:15 root] (utils.py 285): INFO Epoch: [0]  [ 110/5004]  eta: 2:49:42  lr_architecture: 0.010000  loss_cls: 3.4798 (3.3516)  loss_flops: 0.0064 (0.0506)  flops: 2.5797 (2.6962)  grad_norm: 0.0191 (nan)  time: 1.4598  data: 1.2294  max mem: 9072
[2024-06-01 11:54:30 root] (utils.py 285): INFO Epoch: [0]  [ 120/5004]  eta: 2:45:30  lr_architecture: 0.010000  loss_cls: 3.4363 (3.3527)  loss_flops: 0.0049 (0.0468)  flops: 2.5701 (2.6856)  grad_norm: 0.0170 (nan)  time: 1.4572  data: 1.2291  max mem: 9075
[2024-06-01 11:54:44 root] (utils.py 285): INFO Epoch: [0]  [ 130/5004]  eta: 2:41:37  lr_architecture: 0.010000  loss_cls: 3.3296 (3.3410)  loss_flops: 0.0043 (0.0435)  flops: 2.5653 (2.6763)  grad_norm: 0.0160 (nan)  time: 1.4845  data: 1.2442  max mem: 9076
[2024-06-01 11:55:04 root] (utils.py 285): INFO Epoch: [0]  [ 140/5004]  eta: 2:41:11  lr_architecture: 0.010000  loss_cls: 3.2609 (3.3311)  loss_flops: 0.0031 (0.0406)  flops: 2.5558 (2.6676)  grad_norm: 0.0143 (nan)  time: 1.7169  data: 1.4747  max mem: 9077
[2024-06-01 11:55:19 root] (utils.py 285): INFO Epoch: [0]  [ 150/5004]  eta: 2:38:15  lr_architecture: 0.010000  loss_cls: 3.2609 (3.3205)  loss_flops: 0.0020 (0.0381)  flops: 2.5452 (2.6595)  grad_norm: 0.0141 (nan)  time: 1.7378  data: 1.4886  max mem: 9079
[2024-06-01 11:55:34 root] (utils.py 285): INFO Epoch: [0]  [ 160/5004]  eta: 2:35:43  lr_architecture: 0.010000  loss_cls: 3.2768 (3.3217)  loss_flops: 0.0016 (0.0358)  flops: 2.5405 (2.6521)  grad_norm: 0.0136 (nan)  time: 1.5093  data: 1.2515  max mem: 9079
[2024-06-01 11:55:50 root] (utils.py 285): INFO Epoch: [0]  [ 170/5004]  eta: 2:33:36  lr_architecture: 0.010000  loss_cls: 3.3126 (3.3134)  loss_flops: 0.0013 (0.0338)  flops: 2.5357 (2.6452)  grad_norm: 0.0112 (nan)  time: 1.5308  data: 1.2734  max mem: 9081
[2024-06-01 11:56:06 root] (utils.py 285): INFO Epoch: [0]  [ 180/5004]  eta: 2:31:54  lr_architecture: 0.010000  loss_cls: 3.1964 (3.2971)  loss_flops: 0.0013 (0.0320)  flops: 2.5357 (2.6390)  grad_norm: 0.0107 (nan)  time: 1.5709  data: 1.3187  max mem: 9081
[2024-06-01 11:56:22 root] (utils.py 285): INFO Epoch: [0]  [ 190/5004]  eta: 2:30:40  lr_architecture: 0.010000  loss_cls: 3.1156 (3.2952)  loss_flops: 0.0010 (0.0304)  flops: 2.5321 (2.6335)  grad_norm: 0.0118 (nan)  time: 1.6330  data: 1.3743  max mem: 9083
[2024-06-01 11:56:38 root] (engine.py 80): INFO merge kept number:[197, 197, 197, 106, 197, 197, 60, 197, 197, 60, 197, 197]
[2024-06-01 11:56:38 root] (utils.py 285): INFO Epoch: [0]  [ 200/5004]  eta: 2:29:12  lr_architecture: 0.010000  loss_cls: 3.0162 (3.2788)  loss_flops: 0.0014 (0.0289)  flops: 2.5368 (2.6289)  grad_norm: 0.0122 (nan)  time: 1.6299  data: 1.3694  max mem: 9085
[2024-06-01 11:56:53 root] (utils.py 285): INFO Epoch: [0]  [ 210/5004]  eta: 2:27:37  lr_architecture: 0.010000  loss_cls: 3.1650 (3.2704)  loss_flops: 0.0015 (0.0276)  flops: 2.5390 (2.6247)  grad_norm: 0.0110 (nan)  time: 1.5580  data: 1.2985  max mem: 9086
[2024-06-01 11:57:11 root] (utils.py 285): INFO Epoch: [0]  [ 220/5004]  eta: 2:26:52  lr_architecture: 0.010000  loss_cls: 3.1496 (3.2593)  loss_flops: 0.0015 (0.0265)  flops: 2.5390 (2.6208)  grad_norm: 0.0110 (nan)  time: 1.6264  data: 1.3619  max mem: 9088
[2024-06-01 11:57:27 root] (utils.py 285): INFO Epoch: [0]  [ 230/5004]  eta: 2:25:56  lr_architecture: 0.010000  loss_cls: 3.1069 (3.2518)  loss_flops: 0.0016 (0.0254)  flops: 2.5401 (2.6173)  grad_norm: 0.0102 (nan)  time: 1.6935  data: 1.4325  max mem: 9124
[2024-06-01 11:57:42 root] (utils.py 285): INFO Epoch: [0]  [ 240/5004]  eta: 2:24:21  lr_architecture: 0.010000  loss_cls: 3.2421 (3.2459)  loss_flops: 0.0017 (0.0244)  flops: 2.5410 (2.6141)  grad_norm: 0.0104 (nan)  time: 1.5531  data: 1.2969  max mem: 9124
[2024-06-01 11:58:02 root] (utils.py 285): INFO Epoch: [0]  [ 250/5004]  eta: 2:24:34  lr_architecture: 0.010000  loss_cls: 3.1624 (3.2358)  loss_flops: 0.0017 (0.0235)  flops: 2.5413 (2.6112)  grad_norm: 0.0105 (nan)  time: 1.7147  data: 1.4682  max mem: 9126
[2024-06-01 11:58:17 root] (utils.py 285): INFO Epoch: [0]  [ 260/5004]  eta: 2:23:27  lr_architecture: 0.010000  loss_cls: 3.0321 (3.2256)  loss_flops: 0.0014 (0.0227)  flops: 2.5376 (2.6084)  grad_norm: 0.0100 (nan)  time: 1.7709  data: 1.5134  max mem: 9126
